,id,genre,track_name,artist_name,valence,energy,mood_vec,distances
0,3cnRYoW4nYzIuVPCp7k5iG,acoustic,Breakdown,Jack Johnson,0.443,0.394,"[0.443, 0.394]",0.6029610269329188
1,1Er5JMNcguoBMFXxwZ7BWH,acoustic,White Winter Hymnal,Fleet Foxes,0.649,0.534,"[0.649, 0.534]",0.5602017493724917
2,4gIKec1woB9bIWIG8K7SZn,acoustic,I Won't Let You Go,James Morrison,0.161,0.602,"[0.161, 0.602]",0.41057277065095293
3,1s2I9Q7zAE78m7aVZOq3ug,acoustic,Bang Bang - My Baby Shot Me Down,Various Artists,0.372,0.12,"[0.372, 0.12]",0.8649468191744508
4,2QaaXYzEzLio3POCFCI19r,acoustic,Machines,Biffy Clyro,0.31,0.337,"[0.31, 0.337]",0.6460123837822305
5,7noCkklUhEAoj8GJkbAuHq,acoustic,All of Me,Boyce Avenue,0.308,0.209,"[0.308, 0.209]",0.7740232554645888
6,6m0qBDIhzICOwWMPZdgyVK,acoustic,Crazy in Love,Daniela Andrade,0.489,0.326,"[0.489, 0.326]",0.6799073466289359
7,1siB1tZUrkVyC0HiGHzeCn,acoustic,Say Yes,Elliott Smith,0.418,0.0875,"[0.418, 0.0875]",0.9015188572625644
8,0QAHRzFbCz3S4EyFPdNrQq,acoustic,Strawberry Fields Forever (feat. Los Panchos),Karen Souza,0.58,0.478,"[0.58, 0.478]",0.5707722838400617
9,3LHg768dEKqJKht2uPTlVR,acoustic,Ghosts,Laura Marling,0.75,0.368,"[0.75, 0.368]",0.7538706785649645
10,38xWaVFKaxZlMFvzNff2aW,acoustic,Breakeven,The Script,0.535,0.699,"[0.535, 0.699]",0.359856916009683
11,1NdgDGYG4J827IvfeDgF4o,acoustic,Dear Mr. President,Various Artists,0.297,0.299,"[0.297, 0.299]",0.6842112246959998
12,1MUQ6LtYIw6sSGQJEoIi2X,acoustic,Roll Away Your Stone,Mumford & Sons,0.181,0.547,"[0.181, 0.547]",0.45583439975499873
13,5FDh0G5oQ2UD9JxWiDCT1x,acoustic,Paper Doll,John Mayer,0.685,0.475,"[0.685, 0.475]",0.6290508723465854
14,3h7fGy7n9xhS1PupWW9vJ9,acoustic,We Are Young,Kurt Hugo Schneider,0.486,0.814,"[0.486, 0.814]",0.241132743525221
15,2PVU8zHILp6jK4Q7W6rkz8,acoustic,We Can't Stop (feat. Bea Miller),Boyce Avenue,0.36,0.347,"[0.36, 0.347]",0.6376613521297962
16,62nxDx2RXkzCr9nU83nJJ4,acoustic,"Redemption Song - Live At The Stanley Theatre, 9/23/1980",Bob Marley & The Wailers,0.602,0.572,"[0.602, 0.572]",0.5018615346886032
17,3uWrO0I338XeRbFMLxVWln,acoustic,Romantiken (feat. Ane Brun),Tomas Andersson Wij,0.316,0.432,"[0.316, 0.432]",0.5510036297521097
18,2kdwtu4L3Fq7vQMvdVgDZs,acoustic,The Gardener,The Tallest Man On Earth,0.418,0.531,"[0.418, 0.531]",0.4638103060519461
19,3xEP8kzYIjbkUrjfsgn8Hh,acoustic,Common Denominator - iTunes Bonus,Justin Bieber,0.45,0.66,"[0.45, 0.66]",0.3504639781775011
20,5EShFPc0rLTHE2NaXlDume,acoustic,Live High - From the Avocado Salad Sessions,Jason Mraz,0.836,0.314,"[0.836, 0.314]",0.8485546535138441
21,4oa14QBfWRDfJy2agySy0L,acoustic,Gravity,Sara Bareilles,0.231,0.275,"[0.231, 0.275]",0.7128485112560732
22,6ERQqdIkr7Rp4tt52Eep6r,acoustic,The Look Of Love,Diana Krall,0.366,0.266,"[0.366, 0.266]",0.718883161577735
23,4nVBt6MZDDP6tRVdQTgxJg,acoustic,Story of My Life,One Direction,0.286,0.663,"[0.286, 0.663]",0.3212226642066216
24,0FwkLxm84A5P3YNlZzfM0J,acoustic,One Love,Justin Bieber,0.206,0.622,"[0.206, 0.622]",0.37680897016923576
25,10FsLlEMV60mFgzZHpEmQb,acoustic,Old Pine - EP Version,Ben Howard,0.278,0.354,"[0.278, 0.354]",0.6300293643950257
26,6IN5LJsJQNPwzkytnTtrJC,acoustic,The Violet Hour,The Civil Wars,0.166,0.18,"[0.166, 0.18]",0.816524953690945
27,2mKsPUojh602HvSeNt04CB,acoustic,"No Woman, No Cry - Live At The Lyceum, London/1975",Bob Marley & The Wailers,0.587,0.673,"[0.587, 0.673]",0.4130726328383423
28,0v913JHU9h91rxpuDUNJxR,acoustic,Skyscraper (feat. Megan Nicole),Boyce Avenue,0.427,0.337,"[0.427, 0.337]",0.6558086611199946
29,0GNI8K3VATWBABQFAzBAYe,acoustic,Stay,Rihanna,0.125,0.31,"[0.125, 0.31]",0.6990350491928141
30,20p75WXHObYQcvc1ffp7ik,acoustic,Trololo Song,Mr. Trololo,0.636,0.613,"[0.636, 0.613]",0.49049362890867404
31,1JDMO4EVPHtm0xXhJb2IjR,acoustic,Youth,Daughter,0.488,0.477,"[0.488, 0.477]",0.5350813022335952
32,2VYqkb77OjToeRAnMNd4yU,acoustic,Misguided Ghosts,Paramore,0.236,0.266,"[0.236, 0.266]",0.7212301990349543
33,5N4NFz7R3iNUWBYoetcnCz,acoustic,A Thousand Miles (feat. Alex Goot),Boyce Avenue,0.259,0.731,"[0.259, 0.731]",0.2579321616239433
34,2APaWLyP3drx0CIodMhKHd,acoustic,Hey Ya!,The Blanks,0.293,0.262,"[0.293, 0.262]",0.7213057604095506
35,1tlXPa2eOmj64as5cTLDFY,acoustic,Blood Bank,Bon Iver,0.218,0.369,"[0.218, 0.369]",0.6214595722973458
36,4I1BlAeZK4UBSCKoaz8vQS,acoustic,If I Had a Boat,James Vincent McMorrow,0.179,0.295,"[0.179, 0.295]",0.7011198185759692
37,4Y1ZvAbetcpZsmedL9uhmR,acoustic,"Next To Me - Live From Spotify NYC, USA/2012",Emeli Sandé,0.294,0.397,"[0.294, 0.397]",0.5863411975974399
38,0Qw7qGuXlVBZLcfoQ17yZn,acoustic,Old Pine,Ben Howard,0.226,0.358,"[0.226, 0.358]",0.6311647962299545
39,5hN8B7iH9FsMgZFkyJtVcC,acoustic,Rylynn,Don Ross,0.408,0.394,"[0.408, 0.394]",0.5964536863831089
40,4yzgjSHWy5E8fKflgwaKQh,acoustic,Come As You Are,Nirvana,0.581,0.79,"[0.581, 0.79]",0.3294510585807852
41,1uXHWnZ85lhAf19DRzU3Oz,acoustic,Walking Aimlessly,Anna Ternheim,0.344,0.302,"[0.344, 0.302]",0.6816604726694956
42,1SZ63wN0pk18Dr4Epyhcsf,acoustic,Tainted Love,Hannah Peel,0.437,0.192,"[0.437, 0.192]",0.8005060899206201
43,4OfjX48ZacUS6Noi2KIXbS,acoustic,Rolling In The Deep (Acapella),Adele,0.476,0.142,"[0.476, 0.142]",0.8564607404896035
44,6xB3h7R5zGRo0obZk0XTjY,acoustic,Working Together,Los Colognes,0.865,0.869,"[0.865, 0.869]",0.5626695300085122
45,1xoPZOO4yLXpAQwdzqhzCM,acoustic,Time After Time - Soundtrack,Smallville: The Talon Mix,0.203,0.186,"[0.203, 0.186]",0.804692487848619
46,5NTA3dsB2DlLaSG1KM6RTh,acoustic,The River,Bruce Springsteen,0.594,0.554,"[0.594, 0.554]",0.5122899569579712
47,7jPumBvn7m7l3nolkML3cZ,acoustic,Love The Way You Lie - Part III (Original Demo),Skylar Grey,0.232,0.248,"[0.232, 0.248]",0.739560004326897
48,0knqVSsgD7C8yu5yNmQFbA,acoustic,Cannonball,Damien Rice,0.439,0.284,"[0.439, 0.284]",0.7100887268503846
49,70zapGEw5KQiHBhjNcGjzo,acoustic,Little Hell,City and Colour,0.186,0.415,"[0.186, 0.415]",0.5822439351337204
50,0bjb3fPJgElgBNEwQvGKxQ,afrobeat,Say You Love,P-Square,0.49,0.586,"[0.49, 0.586]",0.434263744745057
51,5OB74KXeThUgS3VCuZTrlu,afrobeat,Diaraby Nene,Various Artists,0.837,0.448,"[0.837, 0.448]",0.7481670936361742
52,0uZbMcQP8LWeFKXf1h3KQT,afrobeat,Wily Kataso - feat. Tunde & Kyp of TV On The Radio,Amadou & Mariam,0.882,0.77,"[0.882, 0.77]",0.6066242659175448
53,5YjLDu0oNJV4rxrI2E7vo7,afrobeat,Fimani,Habib Koité,0.849,0.469,"[0.849, 0.469]",0.7419036325561426
54,3Tqz2LQTgqGMaXN3n1Uom7,afrobeat,Imidiwan Ma Tenam (feat. Nels Cline),Tinariwen,0.821,0.767,"[0.821, 0.767]",0.5510943657850259
55,7MR2EsOZadH0QaagQiHCbk,afrobeat,Hold You [Hold Yuh],Reggae Gold,0.494,0.632,"[0.494, 0.632]",0.39446292601460026
56,5KgU4lp0870zryRc3BEeDN,afrobeat,Roforofo Fight,Fela Kuti,0.751,0.9,"[0.751, 0.9]",0.4448123199732669
57,0iF9eGx9US66wEA1LpKuPl,afrobeat,Sigi Kuruni,Oumou Sangaré,0.967,0.52,"[0.967, 0.52]",0.8004861023153369
58,1mwt9hzaH7idmC5UCoOUkz,afrobeat,Diamonds,Rihanna,0.369,0.674,"[0.369, 0.674]",0.31385665517876143
59,3UIn5t7o6zz1vdJJfeb9Yh,afrobeat,Moziki,Staff Benda Bilili,0.931,0.885,"[0.931, 0.885]",0.6247343435413167
60,5k3U0OGYBccHdKJJu3HrUN,afrobeat,"Hakuna Matata - From ""The Lion King""/Soundtrack",Various Artists,0.725,0.313,"[0.725, 0.313]",0.7860159031470038
61,3MAgZPrgUa2mmlKELMzLOs,afrobeat,One Love,Sara Tavares,0.724,0.616,"[0.724, 0.616]",0.5502626645521209
62,5wIU4rRNllpmY4yO77x3KP,afrobeat,Saye Mogo Bana,Issa Bagayogo,0.792,0.666,"[0.792, 0.666]",0.573561679333618
63,4ASD9pZQe6T1lwNfgIQTFT,afrobeat,Kukere Remix,Iyanya,0.86,0.93,"[0.86, 0.93]",0.5485663132201977
64,77NNZQSqzLNqh2A9JhLRkg,afrobeat,Don't Stop Believin',Journey,0.472,0.802,"[0.472, 0.802]",0.2402602755346792
65,0bTIb1hVHD656dTDcfPLQc,afrobeat,Jupa - Remix,Various Artists,0.962,0.688,"[0.962, 0.688]",0.711989466214213
66,7wa4m54a8B6Gsb8trZRM5n,afrobeat,Petit pays,Cesária Evora,0.855,0.488,"[0.855, 0.488]",0.7332843923062865
67,5jnfrHIeTAWw5SaRiiyhAW,afrobeat,Jho Avido,Various Artists,0.723,0.319,"[0.723, 0.319]",0.7798570381807167
68,7xefa61CMn5FZVmQQQfcuX,afrobeat,Mulatu,Mulatu Astatke,0.722,0.406,"[0.722, 0.406]",0.7066774370248423
69,0TDLuuLlV54CkRRUOahJb4,afrobeat,Titanium (feat. Sia),David Guetta,0.301,0.787,"[0.301, 0.787]",0.19643064933965876
70,7djBn3NwXGGOwwJ6ohUMlX,afrobeat,Kaalu,E.L,0.58,0.893,"[0.58, 0.893]",0.2808131051072937
71,5YgyvTZmdkIfFOnj8ri8mZ,afrobeat,Pakurumo,Wizkid,0.967,0.737,"[0.967, 0.737]",0.697800114646021
72,4bi73jCM02fMpkI11Lqmfe,afrobeat,Ai Se Eu Te Pego - Live,Michel Teló,0.834,0.937,"[0.834, 0.937]",0.5220306504411403
73,76gaSa9hY5wBzttwcNhrPH,afrobeat,Colonial Mentality,Fela Kuti,0.894,0.736,"[0.894, 0.736]",0.6304038388207991
74,14fmbvjYLqRZEXz1VZdM2M,afrobeat,We Found Love,Rihanna,0.609,0.74,"[0.609, 0.74]",0.3821962846496548
75,6VhfsXyTnRRnNX77dQO1WA,afrobeat,Shining Star,Nneka,0.532,0.595,"[0.532, 0.595]",0.44504831198421596
76,64NibWSxMCKaxurg4OW5Dd,afrobeat,Jombolo,Iyanya,0.663,0.871,"[0.663, 0.871]",0.3665310355208683
77,2he169BxArR5AMYlgJIAXr,afrobeat,Zen,Rokia Traoré,0.861,0.458,"[0.861, 0.458]",0.7581780793454792
78,6C6xlP5zYRhYSNI5ORl6Wd,afrobeat,Don't Dull,Wizkid,0.925,0.799,"[0.925, 0.799]",0.638104223461967
79,2lHYi2Yv1RWiLQfiA7S3Do,afrobeat,Bili,Kanda Bongo Man,0.95,0.874,"[0.95, 0.874]",0.645272810522805
80,0HG5ldTrMipekbNk62gR0x,afrobeat,L'Africain,Tiken Jah Fakoly,0.595,0.644,"[0.595, 0.644]",0.4403203379359168
81,06B0pbiRWZJAfxJXu6R4wY,afrobeat,"Dorobucci (feat. Don Jazzy, Dr Sid, Dr Sid Tiwa Savage, Reekado Banks, Di'ja, Korede Bello & D'prince)",Mavins,0.481,0.736,"[0.481, 0.736]",0.2981576764062934
82,1SV8vGscmm8g83FFSu948l,afrobeat,Ole Buruku,P-Square,0.865,0.81,"[0.865, 0.81]",0.5775205624044913
83,2oW5yMYx6yiuW6uZx7ZJdO,afrobeat,Amidinin,Tinariwen,0.919,0.684,"[0.919, 0.684]",0.6748525764935628
84,6MC0QTKf4VTZ6HWeTmNPGp,afrobeat,Tchintchirote,Cesária Evora,0.774,0.534,"[0.774, 0.534]",0.6428071250382963
85,4d4mfz1H6PsC9QPr1w8rfD,afrobeat,Sedjedo,Angelique Kidjo,0.854,0.705,"[0.854, 0.705]",0.6073582139067522
86,1Ogg5nXrqc4AeMf1ryq0uL,afrobeat,C'est Pas Facile Pour Les Aigles - feat. Ebony Bones,Amadou & Mariam,0.821,0.855,"[0.821, 0.855]",0.5229082137431004
87,7hWnUGih1BgmWJAVMNyZay,afrobeat,Sorry Sorry - Old School Afro Dub,Stéphane Pompougnac,0.617,0.874,"[0.617, 0.874]",0.3220093166354042
88,2KO00cY85Xc87Ix7yeCCtl,afrobeat,Ledi Coumbe,Ali Farka Touré,0.755,0.449,"[0.755, 0.449]",0.6925583007949584
89,4M6FuBh0zCSLFgoJ2SAWuw,afrobeat,Jama ko,Bassekou Kouyate,0.904,0.665,"[0.904, 0.665]",0.6702417474314772
90,1mDZpgKx9Xpg6ijl9DvdA6,afrobeat,Sa Golo,Boubacar Traoré,0.634,0.769,"[0.634, 0.769]",0.3849623358200124
91,68eJ1PhtTYkMCl7oYxZW3H,afrobeat,Ekuro,Davido,0.496,0.825,"[0.496, 0.825]",0.24101452238402568
92,1dfXWdnp0hlV3nmyc2stei,afrobeat,Beng Beng Beng,Femi Kuti,0.912,0.879,"[0.912, 0.879]",0.6069761115562952
93,75fomtP3etOOIJDBAXVawy,afrobeat,Homeless (with Ladysmith Black Mambazo),Paul Simon,0.294,0.27,"[0.294, 0.27]",0.7132804497531108
94,60sz0jcrIVGFvYsXL5IYT6,afrobeat,If to Say,Various Artists,0.943,0.81,"[0.943, 0.81]",0.6523572640815767
95,2wEKd4l4zJDfDFIxqDqex7,afrobeat,Ali's Here,Ali Farka Touré,0.777,0.884,"[0.777, 0.884]",0.4734659438650261
96,0nyJamnBVUQvjI0GcvMfbo,afrobeat,Listen to the Breeze,Chiwoniso,0.735,0.711,"[0.735, 0.711]",0.5012235030403104
97,5ipni5g3JBMmFwWcUvIfFR,afrobeat,Barra,Habib Koité,0.969,0.522,"[0.969, 0.522]",0.8009656671793117
98,37BTh5g05cxBIRYMbw8g2T,afrobeat,Rosanna,TOTO,0.739,0.513,"[0.739, 0.513]",0.6336600034718934
99,0PTsGBTTMJEnUTuKLbr6rn,afrobeat,Nibari,Various Artists,0.45,0.454,"[0.45, 0.454]",0.5462023434589053
100,7jFcGF9helhe48IzrfOpdw,alt-rock,E.N.D.,The Magic Numbers,0.734,0.567,"[0.734, 0.567]",0.5911480356052957
101,1sjrDQXqAa9V07FjKIlAQ4,alt-rock,Hemorrhage (In My Hands),Fuel,0.372,0.823,"[0.372, 0.823]",0.17018813119603848
102,698gaSKWFh8iSD60U2DtNT,alt-rock,Lady Your Roof Brings Me Down,Scott Weiland,0.181,0.505,"[0.181, 0.505]",0.49615824088691707
103,4StWxcSAFbWQoI290UDUUW,alt-rock,The War,Bob Mould,0.185,0.952,"[0.185, 0.952]",0.132672529183701
104,3Bu9QGKHQrtsWS5CoS1dbl,alt-rock,Bright Yellow Gun,Throwing Muses,0.465,0.968,"[0.465, 0.968]",0.15174320413119002
105,1dmaXl48kB8627pNVww5fb,alt-rock,Thought Of Sound,The Rentals,0.359,0.836,"[0.359, 0.836]",0.1537335357038275
106,2mYHCkPg6kvBCRQPdK0QPo,alt-rock,Sherry Fraser,Marcy Playground,0.335,0.417,"[0.335, 0.417]",0.566389441991992
107,7dSCxR4LqkmxoBrq9MzVSD,alt-rock,Psycho Killer,Talking Heads,0.944,0.401,"[0.944, 0.401]",0.8576852569561866
108,0SoAHLpVWwbZRQduxVzE15,alt-rock,Istanbul (Not Constantinople),They Might Be Giants,0.135,0.611,"[0.135, 0.611]",0.41282562904936027
109,32uXfxJERzv4RK1gMLXbOA,alt-rock,Sink to the Bottom,Fountains Of Wayne,0.809,0.71,"[0.809, 0.71]",0.5652910754646672
110,1dTschRbSqaIDXBQDfVQS2,alt-rock,Ain't Got Nobody,Weezer,0.431,0.876,"[0.431, 0.876]",0.15854967675779094
111,4m1cUjNq5ptDQ5TN9ce9QH,alt-rock,Lucy in the Sky with Diamonds (feat. Miley Cyrus & Moby),The Flaming Lips,0.0816,0.667,"[0.0816, 0.667]",0.3922572625204025
112,7wvrr5PXgetOyljccwpKnD,alt-rock,Benediction,Thurston Moore,0.556,0.481,"[0.556, 0.481]",0.5572862819054494
113,5Xak5fmy089t0FYmh3VJiY,alt-rock,Black,Pearl Jam,0.2,0.684,"[0.2, 0.684]",0.31999531246566715
114,0XZwpwtV9Vk48Ykzb7KIsj,alt-rock,Energy,The Apples In Stereo,0.637,0.867,"[0.637, 0.867]",0.3431981934684389
115,3aL353hFdpA6eOcDUL5sOH,alt-rock,Blue Moon,Beck,0.497,0.653,"[0.497, 0.653]",0.37734467002993427
116,2PqVUGI3qsPXXCmmXND93L,alt-rock,Being Beige,The Smashing Pumpkins,0.471,0.768,"[0.471, 0.768]",0.2662217121122918
117,4pkFvX3AkuiSGPkv8gMlks,alt-rock,Save Me,Remy Zero,0.294,0.971,"[0.294, 0.971]",0.023323807579381222
118,3RsjkOS5Dou8j3AM9ssgpy,alt-rock,Lazy Eye,Silversun Pickups,0.333,0.809,"[0.333, 0.809]",0.1750342823563429
119,1wsRitfRRtWyEapl0q22o8,alt-rock,Guerrilla Radio,Rage Against The Machine,0.489,0.957,"[0.489, 0.957]",0.1769208862740632
120,3JRas7vmV7l3rjtQYNcLDN,alt-rock,Broken over You,Vertical Horizon,0.22,0.809,"[0.22, 0.809]",0.19776754030932372
121,6JqmArpMrkb125GqWsBAPg,alt-rock,Central,John Frusciante,0.149,0.575,"[0.149, 0.575]",0.4401011247429391
122,0TJiGLT3w6HRsd5SSdEUWZ,alt-rock,Angel In The Snow,Elliott Smith,0.183,0.226,"[0.183, 0.226]",0.7682512609817181
123,2Qwc35xxBD79fyWBg1r5RT,alt-rock,"Promises, Promises",Incubus,0.847,0.711,"[0.847, 0.711]",0.5983920119787696
124,5ncXRvta3wRQq2wllj9SUY,alt-rock,Drugs (Live at Leeds),Giant Drag,0.0645,0.918,"[0.0645, 0.918]",0.25782794650696805
125,6nLaFcCxrTOpp1lcjJP2i7,alt-rock,You K(no)w,The Magic Numbers,0.298,0.519,"[0.298, 0.519]",0.464275780113501
126,6xyd8KWUlBxCE9hANhl71N,alt-rock,Heartbreaker,The Walkmen,0.391,0.849,"[0.391, 0.849]",0.1545477272560163
127,3GEwVGbwzSyLqIvXsrafL8,alt-rock,My Desire,Interpol,0.517,0.787,"[0.517, 0.787]",0.2821790211904492
128,76Je5Wklky23mVoxiRszcN,alt-rock,Walk,Foo Fighters,0.194,0.865,"[0.194, 0.865]",0.1682973558912914
129,2SSBJhvMsujY94GK5JAtKs,alt-rock,Buena,Morphine,0.591,0.494,"[0.591, 0.494]",0.5620053380529405
130,0sN5bVcf5W4Dq8kop1HqdR,alt-rock,Everyone's On Tour,Nada Surf,0.432,0.917,"[0.432, 0.917]",0.13520355024924452
131,75PeKwN959MACpLiZXWDrp,alt-rock,Keep The Dogs At Bay,Seether,0.548,0.857,"[0.548, 0.857]",0.26576681508420125
132,1gL9aBoBJI0nfk2WdpaKi3,alt-rock,Antiphon,Midlake,0.461,0.814,"[0.461, 0.814]",0.22398660674245685
133,0CZ48zSBAXNplab4I4T4NN,alt-rock,Total Immersion,Polvo,0.477,0.867,"[0.477, 0.867]",0.20006249023742553
134,69O12Wz4e6bosZWiYajxQu,alt-rock,All Night Long,Therapy,0.697,0.923,"[0.697, 0.923]",0.38767125248075845
135,2v8sPwkqVDgWprsmGIis25,alt-rock,...Like Clockwork,Queens of the Stone Age,0.167,0.341,"[0.167, 0.341]",0.6586144547457183
136,5ghIJDpPoe3CfHMGu71E6T,alt-rock,Smells Like Teen Spirit,Nirvana,0.72,0.912,"[0.72, 0.912]",0.4121613761622988
137,4kgD89hUKCdmnSlPOksNjK,alt-rock,Me Again,J Mascis,0.256,0.389,"[0.256, 0.389]",0.596824932455071
138,489LqT23pPrC8CqFFH7CPS,alt-rock,The Lonely LP,The Vaselines,0.591,0.853,"[0.591, 0.853]",0.30598856187772766
139,3JN8Emy2XVWWIuk7jJIWCR,alt-rock,She Walks,Poster Children,0.344,0.543,"[0.344, 0.543]",0.4410215414239989
140,2toY6JyyfKy9TwNk3Ou2XG,alt-rock,She's so Mean,Matchbox Twenty,0.676,0.875,"[0.676, 0.875]",0.37776712403278295
141,1RYSbUnasW12klBZ9lxWIM,alt-rock,Losing My Religion,R.E.M.,0.82,0.841,"[0.82, 0.841]",0.5255473337388366
142,5ciVbeefBaNOmaDXsN0amO,alt-rock,Everything Is Wrong,Interpol,0.432,0.848,"[0.432, 0.848]",0.1793014221917941
143,5fxfwjQ1OmbnkOlg39HsSO,alt-rock,I Got A Girl,Tripping Daisy,0.686,0.838,"[0.686, 0.838]",0.39926056654771214
144,6atUkoZ6Cj4w8QzOUjQucI,alt-rock,You Don't Know What Love Is (You Just Do as You're Told),The White Stripes,0.562,0.745,"[0.562, 0.745]",0.343726635569605
145,37EJtTS7jT5WUyXGZzrwnI,alt-rock,Santa Monica,Everclear,0.387,0.942,"[0.387, 0.942]",0.08372574275573794
146,3fsnRK4dEe7NykXL5anAGp,alt-rock,Mutilated Lips,Ween,0.361,0.657,"[0.361, 0.657]",0.32937061192522926
147,1xNhYOLcGR14v5JJLe7aaZ,alt-rock,Zone,John Frusciante,0.202,0.616,"[0.202, 0.616]",0.3837095255528588
148,6ZOBP3NvffbU4SZcrnt1k6,alt-rock,Kryptonite,3 Doors Down,0.543,0.865,"[0.543, 0.865]",0.2576140524117425
149,4lgHJVWwydIxbYQka6qKEC,alt-rock,ÜBerlin,R.E.M.,0.264,0.747,"[0.264, 0.747]",0.24123847122712413
150,6JugKFXssO9L2tN8omeTPt,alternative,Thunder Clatter,Wild Cub,0.635,0.968,"[0.635, 0.968]",0.32135027617850276
151,5IWmU2PNimgYuTLddU2DRo,alternative,Payphone,Maroon 5,0.556,0.744,"[0.556, 0.744]",0.34012497703050276
152,1ujkNl9ASh78Y6WbmWDGG4,alternative,Love Run Dry,Owl Eyes,0.52,0.674,"[0.52, 0.674]",0.37137178137279087
153,0UZwcRQAk4QR09HtGRZhYC,alternative,Closer To The Edge,Thirty Seconds To Mars,0.102,0.948,"[0.102, 0.948]",0.21486972797488252
154,6cWpj6c5pNZYEk5KYjNBji,alternative,Let It Go,The Neighbourhood,0.285,0.79,"[0.285, 0.79]",0.19516659550240656
155,17ZGqx0ixZxVGD3Z0bZduO,alternative,Cigarettes In The Theatre,Two Door Cinema Club,0.639,0.872,"[0.639, 0.872]",0.34343267171310304
156,3ZffCQKLFLUvYM59XKLbVm,alternative,Wake Me up When September Ends,Green Day,0.146,0.814,"[0.146, 0.814]",0.2382960343774105
157,33iv3wnGMrrDugd7GBso1z,alternative,My Own Worst Enemy,Lit,0.741,0.946,"[0.741, 0.946]",0.4286000466635532
158,7K2vo9oSUzFgmtIXNYegzP,alternative,Fire,Kasabian,0.166,0.74,"[0.166, 0.74]",0.28452240685049746
159,3ZPTb9HHBRt2VDbsIUFnSD,alternative,Shine,Collective Soul,0.353,0.423,"[0.353, 0.423]",0.561356393033873
160,68YPheVJ8EuA5IJFddr1Qf,alternative,Teenage Icon,The Vaccines,0.641,0.934,"[0.641, 0.934]",0.33065087327875003
161,4iHh9ftZKEtTmqnEYuWlm6,alternative,I: Ferocious Body,Born Gold,0.309,0.554,"[0.309, 0.554]",0.4290291365396993
162,43O3Iu8mDJy10i6k8SVRXX,alternative,Take It or Leave It,Cage The Elephant,0.65,0.847,"[0.65, 0.847]",0.36248034429469417
163,52A6EC15UF3wt9hFOSOOVv,alternative,New Order,Boom Bip,0.423,0.958,"[0.423, 0.958]",0.11183022847155413
164,1Cwsd5xI8CajJz795oy4XF,alternative,You Get What You Give,New Radicals,0.744,0.901,"[0.744, 0.901]",0.4377487864060847
165,10ViidwjGLCfVtGPfdcszR,alternative,Home,Edward Sharpe & The Magnetic Zeros,0.127,0.59,"[0.127, 0.59]",0.43522178254310756
166,1o22EcqsCANhwYdaNOSdwS,alternative,Tessellate,alt-J,0.436,0.607,"[0.436, 0.607]",0.3952973564293088
167,1G8jae4jD8mwkXdodqHsBM,alternative,Name,The Goo Goo Dolls,0.407,0.701,"[0.407, 0.701]",0.2969393877544709
168,6mVD1SfTvlFAPVi7txFL5H,alternative,Machu Picchu,The Strokes,0.874,0.817,"[0.874, 0.817]",0.5840856101634417
169,2nLtzopw4rPReszdYBJU6h,alternative,Numb,Linkin Park,0.243,0.863,"[0.243, 0.863]",0.13943098651304164
170,6sjfQKszy7tDmxEhElQGTt,alternative,Burning,The Whitest Boy Alive,0.864,0.758,"[0.864, 0.758]",0.5942432162002357
171,5dTHtzHFPyi8TlTtzoz1J9,alternative,Helena,My Chemical Romance,0.0857,0.96,"[0.0857, 0.96]",0.22945563841405162
172,2UaJHs6wlASNl7q34j7hK1,alternative,The Zephyr Song,Red Hot Chili Peppers,0.4,0.782,"[0.4, 0.782]",0.2186252501427957
173,293Lszb9W5NLNBerEjLBzb,alternative,Would That Not Be Nice,Divine Fits,0.965,0.668,"[0.965, 0.668]",0.7232053650243477
174,74reD6Vha9tSy1ReFmyW40,alternative,This Head I Hold,Various Artists,0.962,0.873,"[0.962, 0.873]",0.6572701119022528
175,6J7cSyvSCnPwv3vqHchEfL,alternative,If It Means a Lot to You,A Day To Remember,0.44,0.536,"[0.44, 0.536]",0.4644189918597214
176,4Xv41B0BJRcMBJYpavNDfD,alternative,We Come Running,Youngblood Hawke,0.31,0.736,"[0.31, 0.736]",0.24703238654071252
177,3CeYdUfGPCjKMDYyI1PpCh,alternative,Otherside,Red Hot Chili Peppers,0.513,0.795,"[0.513, 0.795]",0.27376084453405675
178,0GO8y8jQk1PkHzS31d699N,alternative,Tongue Tied,Grouplove,0.371,0.936,"[0.371, 0.936]",0.07387827826905546
179,3k9qjgu8zVKTEuJVJIYyc0,alternative,Just Breathe,Pearl Jam,0.302,0.349,"[0.302, 0.349]",0.6341135544995076
180,0gfBM40Ak48n7wrA0qTZPn,alternative,On & On,Fossil Collective,0.508,0.713,"[0.508, 0.713]",0.33246954747766
181,0CSTvWUps1YmpQoXXay9ol,alternative,Cosmic Love,Florence + The Machine,0.0827,0.803,"[0.0827, 0.803]",0.29308648894140443
182,2takcwOaAZWiXQijPHIx7B,alternative,Time is Running Out,Muse,0.428,0.842,"[0.428, 0.842]",0.1813201588351389
183,3HE50TVRquwXe9yv2HFoNL,alternative,Never Too Late,Three Days Grace,0.217,0.778,"[0.217, 0.778]",0.2267906523646863
184,3e0yTP5trHBBVvV32jwXqF,alternative,Anna Sun,WALK THE MOON,0.34,0.844,"[0.34, 0.844]",0.14141074923781433
