,id,genre,track_name,artist_name,valence,energy,mood_vec,distances
3354,3hzNFVz7UMvzRjRD1Bn24K,k-pop,Ego,BIGBANG,0.842,0.788,"[0.842, 0.788]",0.5628578861488929
3355,7jfvCjknguTcaqe2ju1Li4,k-pop,헤어질까..,STi,0.617,0.444,"[0.617, 0.444]",0.6183283917143058
3356,2M1zZ3ZapXR4GGKPrVdcSZ,k-pop,You Are My Healer,Steve Lamount Harrold,0.0693,0.367,"[0.0693, 0.367]",0.6628228194623357
3357,2mTN4GY5Q4XA415KneAK8v,k-pop,Hate You,2NE1,0.743,0.844,"[0.743, 0.844]",0.45095676067667506
3358,2sfoz7WbsgT2D4w6LBmaWT,k-pop,Remember,V.A,0.187,0.264,"[0.187, 0.264]",0.7301301253886187
3359,5xxLxevjQSy8MBcWwHwwUU,k-pop,I Can't Let U Go (feat. Hwayoung),J-Dogg,0.674,0.931,"[0.674, 0.931]",0.36373616812189574
3360,1R2SZUOGJqqBiLuvwKOT2Y,k-pop,Gangnam Style (강남스타일),PSY,0.757,0.938,"[0.757, 0.938]",0.4452796873876014
3361,0iR6XCCbPyplLMmmwSUIxw,k-pop,Rum,루미다(Rumeda),0.723,0.831,"[0.723, 0.831]",0.4363312961500699
3362,6jKs7SjJlyINz4goUQekZT,k-pop,Don’t say no,YOON GUN,0.201,0.421,"[0.201, 0.421]",0.5732477649324069
3363,3CSMZREOXOmRLAAbU6LqJK,k-pop,나에게로 (To My Heart),Yiruma,0.198,0.27,"[0.198, 0.27]",0.722374556584048
3364,2O7L2Hnzw99NJMJ8Pwj0pw,k-pop,못 믿을 사람,더더 밴드(TheThE Band),0.436,0.523,"[0.436, 0.523]",0.47590335153264046
3365,2puRcNvTw1uOfzxt00HpMV,k-pop,Ain't No Fun (재미없어),BIGBANG,0.701,0.563,"[0.701, 0.563]",0.571112073064473
3366,4wGkdIQNXys4YuJngIQ4WT,k-pop,그대 나만큼은,Johan Kim,0.225,0.551,"[0.225, 0.551]",0.4410725563895355
3367,2m5jylp07dcQIvFvlUOWCf,k-pop,Bucketseat,Molly Maguires,0.712,0.88,"[0.712, 0.88]",0.41111190690613664
3368,5cAYn6nAnW78bGhGpyw0xw,k-pop,티켓두장 주세요(Inst.),Hwaii,0.456,0.53,"[0.456, 0.53]",0.47473466273277326
3369,1zC7E7fjZ7lUgB72ZzukY4,k-pop,Let's Go Party,2NE1,0.0,0.0,"[0.0, 0.0]",1.0319326528412598
3370,4SqJ3LR7zbGYmWlHiprq9P,k-pop,너에게 가는 길,제이심포니,0.649,0.841,"[0.649, 0.841]",0.3638529922922169
3371,5p26GWVDbxAyDIQl58Shaz,k-pop,애교,김태성,0.0561,0.268,"[0.0561, 0.268]",0.7600903959398513
3372,0ccTWdaRyyzFkkZEi0BuXL,k-pop,답답,자우림 (Jaurim),0.925,0.782,"[0.925, 0.782]",0.6432122511271066
3373,7FbIgk88mUvl1cixDcIPrU,k-pop,1Q84,STi,0.428,0.558,"[0.428, 0.558]",0.4400238629892701
3374,68v52Se6fc9gGwjwUUSile,k-pop,Telepathy,Girls' Generation,0.741,0.901,"[0.741, 0.901]",0.43480225390400173
3375,4gElT1qSEwywnIFhNQSpN0,k-pop,잊혀지는… 잊혀질 시간들,Yiruma,0.215,0.0872,"[0.215, 0.0872]",0.9012539264824314
3376,0Br8bQ7uh4AVPzsNteJUgY,k-pop,Summer Dream,V.A,0.369,0.917,"[0.369, 0.917]",0.08591274643497315
3377,0rEwQqMKqbsA9deRl6ywnZ,k-pop,잘자요 그대 (MR),Lena Park,0.0731,0.408,"[0.0731, 0.408]",0.6234242616388939
3378,5SdSajpI4mTB0ED2GScNAe,k-pop,나무토막,V.A,0.211,0.468,"[0.211, 0.468]",0.5251990099000567
3379,0FGqeMVeFGzRsWStJWiP6F,k-pop,Something Special (Inst.),박혜경 (Hye Kyung Park),0.372,0.257,"[0.372, 0.257]",0.7283131194754081
3380,7n9c57Jb5dltIfzY96hmbB,k-pop,You Would Leave Me (니가 떠나간다),Baek A Yeon,0.244,0.478,"[0.244, 0.478]",0.5098284025042151
3381,6o6XlivwGtP1JgQZ8IAwty,k-pop,The Boys,Girls' Generation,0.927,0.94,"[0.927, 0.94]",0.6145063059074333
3382,65pTKVkCu3MEXwAkCBOMGP,k-pop,사랑하기를 (Beloved) (By 정재욱),Yiruma,0.0754,0.283,"[0.0754, 0.283]",0.7395471316961482
3383,58TeoU1db8bEE8P0YkEEF7,k-pop,Chug Chug (Feat. D. Theo of Soul Dive),UMC/UW,0.616,0.95,"[0.616, 0.95]",0.3037976300105055
3384,4U6fH556NtXzHACyOpWKvB,k-pop,나는,V.A,0.138,0.224,"[0.138, 0.224]",0.7791386269464504
3385,5CaFore8Phz3TQPmpntwSN,k-pop,2HOT,G.NA,0.874,0.915,"[0.874, 0.915]",0.5641134637641616
3386,54uPbY9m3UXx2WhvbdPIkv,k-pop,blind eyes,lalasweet,0.376,0.724,"[0.376, 0.724]",0.2663174797117155
3387,383CJ0ad4byEYkhpb5kkmZ,k-pop,Wings (날개) [Daesung Solo],BIGBANG,0.422,0.817,"[0.422, 0.817]",0.19804039991880446
3388,0aVQXs8PZLxW1V4v0omoFY,k-pop,Life Goes On (feat. Won Seok of Daybreak),J-Dogg,0.49,0.667,"[0.49, 0.667]",0.36170706379610557
3389,626Q183zxTelGjEI97EWBW,k-pop,Happy Birthday To You (Feat. 김연우),와사비사운드 (Wasabii Sound),0.323,0.538,"[0.323, 0.538]",0.4450910019310657
3390,2EFDlTTFdC4HrV8UfLfnkp,k-pop,Dream,Yiruma,0.108,0.0595,"[0.108, 0.0595]",0.9461967290156947
3391,0IOMWTzPTPofose3MHcRls,k-pop,사랑이라 말할 수 있는 것,JOYjin(조이진),0.0773,0.133,"[0.0773, 0.133]",0.8823417081833999
3392,2HKsHh4pMkA4Z7r4g2Fy16,k-pop,너만이,Bobby Kim,0.392,0.537,"[0.392, 0.537]",0.4527692569068708
3393,1AYGMCrljq4mOt1LRppw8q,k-pop,가슴아 심장아 (inst.),BoM,0.384,0.709,"[0.384, 0.709]",0.28280028288528997
3394,6tZbMgf94wm8vA69ugXg9m,k-pop,기다린다 (Instrumental),큐제이,0.13,0.382,"[0.13, 0.382]",0.6285355996282151
3395,4pEB0ES04tvWzPlFuSfNWR,k-pop,The Boys,Girls' Generation,0.936,0.945,"[0.936, 0.945]",0.6231596906090766
3396,2gwwXQlCF94ZfO736AKuwt,k-pop,hair cut (feat. 천단비),JOYjin(조이진),0.509,0.461,"[0.509, 0.461]",0.5572333443002133
3397,2dTRcmrkiumWuiR4eW556Z,k-pop,까짓 사랑을,제이심포니,0.342,0.488,"[0.342, 0.488]",0.49579128673263306
3398,0WcUJ40Z5FpAWkR3cfNpCW,k-pop,Marry Me,Yoon Han,0.144,0.472,"[0.144, 0.472]",0.5385359783709905
3399,1Zlz0JpMXf0DF9C8oRDI6l,k-pop,Summer Dream Intro,V.A,0.263,0.778,"[0.263, 0.778]",0.21124866863485786
3400,5BaU8x5WaZ41OQOGNrwXpE,kids,Moon Moon Moon,The Laurie Berkner Band,0.364,0.127,"[0.364, 0.127]",0.8574590369224643
3401,62AzGLyJvNN1kIBUJNPYgX,kids,You Can Make It Happen,Various Artists,0.635,0.791,"[0.635, 0.791]",0.37403876804416947
3402,5BDAbZToOXc7pH99TNJI3g,kids,Not An Egg,The Backyardigans,0.519,0.537,"[0.519, 0.537]",0.49085741310486486
3403,4PSgx8uleKin89LFvvSXf9,kids,"Dora The Explorer Party Mix (including ""Dora The Explorer Theme"" & ""Travel Song"")",Dora The Explorer,0.681,0.919,"[0.681, 0.919]",0.3725385886052612
3404,0eydMimsKTNF7iaLM0p7Kd,kids,Rock Melon,Gustafer Yellowgold,0.836,0.505,"[0.836, 0.505]",0.7077909295830231
3405,4gHHytUVWdfPumbJA9AizA,kids,Bicycle,Frances England,0.886,0.162,"[0.886, 0.162]",1.0006123125366788
3406,7lcgDAJaMAoB86M98jLv3Q,kids,Can You Do It?,Imagination Movers,0.949,0.817,"[0.949, 0.817]",0.6563390891909456
3407,7LCHob5TsBRJzr4Ja0rzYn,kids,Together Reprise,VeggieTales,0.664,0.54,"[0.664, 0.54]",0.5645786039162306
3408,4Rs7nQW8DxBlyBpetWdkyI,kids,Three Little Birds,Elizabeth Mitchell,0.825,0.278,"[0.825, 0.278]",0.870715797490777
3409,7cG871nZnqd1gFRzYEBijn,kids,Arty Hearty,Baby Genius,0.628,0.829,"[0.628, 0.829]",0.34973132544855057
3410,2LKqUBwdGMFfxBtj9pGq4n,kids,Here We Go 'Round The Mulberry Bush,Music For Little People Choir,0.82,0.35,"[0.82, 0.35]",0.81038571063414
3411,24aFNuFt7cGGJ22pnnnhHo,kids,Everyone Asked About You,Bob McGrath,0.853,0.576,"[0.853, 0.576]",0.675403583052385
3412,0jbGjqfzyN4IOPPQHa0X3H,kids,Bubbles,Parachute Express,0.644,0.251,"[0.644, 0.251]",0.8029470717301359
3413,0P4pY6DIaripmIywuJECzr,kids,Jesus Wants Me For A Sunbeam,Cedarmont Kids,0.463,0.188,"[0.463, 0.188]",0.8088423826679706
3414,6l5EGPtRysKzwd4LvRP8gm,kids,Welcome Table,Dan Zanes,0.717,0.525,"[0.717, 0.525]",0.6100598331311445
3415,4WGXdEXSxcs7ZJpzaFTxsD,kids,Popcorn,The Muppets,0.673,0.839,"[0.673, 0.839]",0.38680356771880997
3416,3CXGRQ4U93Vg7KFeFL3cLC,kids,Can You Clap,Sue Schnitzer,0.234,0.144,"[0.234, 0.144]",0.8428054342492103
3417,1ANj4HPN75aeq29ZFCA0qN,kids,Animal Dancing,Imagination Movers,0.669,0.801,"[0.669, 0.801]",0.3989348317708044
3418,7dtLThXzc3tQpoopLYrJjz,kids,Ragtime Cowboy Joe,Various Artists,0.731,0.364,"[0.731, 0.364]",0.7463578230312856
3419,6ui5iWxMFbEyZ7ddunFHeT,kids,To Be a Fossil,Various Artists,0.239,0.545,"[0.239, 0.545]",0.44437484177212366
3420,4z7QGidwzfe59eny2SF8aj,kids,Smells Like Teen Spirit,Rockabye Baby!,0.521,0.299,"[0.521, 0.299]",0.7146362711197913
3421,1oWEHaIAaGlsV90uZdcn5a,kids,Gated Community,VeggieTales,0.633,0.283,"[0.633, 0.283]",0.769260034058705
3422,1XRti2U3hW7uPz2dpGuCpq,kids,When a Hippo Can Dance,Sandra Boynton,0.534,0.329,"[0.534, 0.329]",0.6900115941054903
3423,7sqCmCXqkdGgkEQ4nj6I7C,kids,Lullaby Jazz,Children's Favorites,0.401,0.274,"[0.401, 0.274]",0.7143178564196754
3424,1wmrAhxfFvuZyeQH3CObBh,kids,I Still Miss Someone,Hushabye Baby,0.552,0.104,"[0.552, 0.104]",0.9106508661391588
3425,0492IIwZ3Pq37ckkvEghw5,kids,My Name Is Daffy Dave,Daffy Dave,0.729,0.525,"[0.729, 0.525]",0.6180525867594115
3426,7yQq0sQokJAV2qqc44J9Eu,kids,Dirt Made My Lunch,Banana Slug String Band with Michael Levy,0.68,0.198,"[0.68, 0.198]",0.8661298978790652
3427,6ZfHhdvi9zOxkShVzzzUJB,kids,"Twinkle, Twinkle Little Star",Dora The Explorer,0.623,0.632,"[0.623, 0.632]",0.46763447263861974
3428,7yeqP6cDje4AVGOnH5Ze4f,kids,Don't Fill Up On Chips,Randy Kaplan,0.739,0.617,"[0.739, 0.617]",0.56087520893689
3429,2WUv64aT1rRD1TKjmqzeCN,kids,Birthday Bite,Recess Monkey,0.961,0.63,"[0.961, 0.63]",0.7370332421268392
3430,321xoVaGgIcTf2oMoUIz2b,kids,Boo!,Trout Fishing in America,0.69,0.231,"[0.69, 0.231]",0.8407615595399209
3431,19pisHVJ0gQXjAjXI1DIgP,kids,Turn! Turn! Turn!,Dan Zanes,0.393,0.294,"[0.393, 0.294]",0.6935142392193545
3432,27kV88aIyoUNFl2Zr8xiVJ,kids,Verb - SHR Edit,Missinglink,0.649,0.542,"[0.649, 0.542]",0.5538104368825131
3433,1DacoFeR8zY1SjRs2Eoo5C,kids,I've Been Working On The Railroad,Sue Schnitzer,0.659,0.318,"[0.659, 0.318]",0.7491662031885848
3434,5hDxmq48dU98DHOOaX3AkB,kids,Newspaper Mama,Peter Combe,0.96,0.777,"[0.96, 0.777]",0.6780501456382115
3435,0OBSM0RMETSxSdnas3bdjS,kids,Your Smile,Brady Rymer,0.962,0.82,"[0.962, 0.82]",0.6681863512524031
3436,5xYCSdkSh2cwwVwwM2XXNN,kids,Let's Shake,Dan Zanes,0.927,0.617,"[0.927, 0.617]",0.7139502783807847
3437,30DDy5TCb6DJGkOKiUdsER,kids,Night Mantra,Renee & Jeremy,0.608,0.127,"[0.608, 0.127]",0.9050812118257675
3438,0Cb3hf38BCI5cvESyMlFQR,kids,Carrying Your Love With Me,Hushabye Baby,0.427,0.117,"[0.427, 0.117]",0.873341284951078
3439,34hvfKVkSDudgLLAVTn8wn,kids,Have You Ever,Farmer Jason and Buddies,0.925,0.505,"[0.925, 0.505]",0.7757609167778433
3440,2t0Ci12vaJaYzEmsJL2S1X,kids,All I Want Is You,Barry Louis Polisar,0.746,0.395,"[0.746, 0.395]",0.7296355254508925
3441,4PWeFdquX9WxLQlMOnqeSH,kids,His Banner Over Me Is Love,Cedarmont Kids,0.965,0.71,"[0.965, 0.71]",0.7059249251868077
3442,1CaVxP8JMCmGr1TTuw8OZ8,kids,Ready For Anything,The Backyardigans,0.875,0.66,"[0.875, 0.66]",0.6473407139984321
3443,2NrCGt0r8Utzpg1uMSr3Sz,kids,Together Tomorrow,Tom Chapin,0.637,0.216,"[0.637, 0.216]",0.8322367451632979
3444,2gLAI8WGYCjrEGvVIataGr,kids,Counting Stars,Kidz Bop Kids,0.884,0.773,"[0.884, 0.773]",0.6074537019394977
3445,1ZmZxaRWy1DKvbU4DfxLEE,kids,Be My Friend,Jim Cosgrove,0.495,0.46,"[0.495, 0.46]",0.5534347296655676
3446,3AZibYfqVAdBAldsP9wKy9,kids,Banana Smoothie,The Naked Brothers Band,0.96,0.81,"[0.96, 0.81]",0.6687637849046552
3447,1q90oEGjCQDnwrMFvvg3Ly,kids,I Wish I Had A Horse - Remastered,Alvin & The Chipmunks,0.858,0.438,"[0.858, 0.438]",0.7700396093708427
3448,42bn2q8MMOBZDsfdgzMQSp,kids,The Pirates Who Don't Do Anything (Silly Song),Various Artists,0.843,0.645,"[0.843, 0.645]",0.6277618975375934
3449,1KirPfRlqct69hhRLwsj4y,kids,Shoe Fly,Enzo Garcia,0.847,0.286,"[0.847, 0.286]",0.8774383169203406
3450,1LO951RWD10l9Vys0NrFty,latin,No Te Contaron Mal,Christian Nodal,0.632,0.57,"[0.632, 0.57]",0.5212417865060321
3451,37nXsqE1XW0cxOQvIMsmFc,latin,Conteo Regresivo - Salsa Version,Gilberto Santa Rosa,0.96,0.72,"[0.96, 0.72]",0.6974847668587464
3452,3uwehoqKSQLa5lFFvIX6M3,latin,Dimelo,Paulo Londra,0.373,0.71,"[0.373, 0.71]",0.2793027031734566
3453,4pg1CRAajCYbb1q2sZypPf,latin,Echa Pa'lla (Manos Pa'rriba),Pitbull,0.961,0.806,"[0.961, 0.806]",0.6707741795865432
3454,4sWkZXLxb0lPCXNBzw5rsr,latin,23,Cosculluela,0.526,0.779,"[0.526, 0.779]",0.29421080877493266
3455,6J1R5wtPXiHiwiPstOSI56,latin,Que Va,Alex Sensation,0.831,0.827,"[0.831, 0.827]",0.5400231476520242
3456,09sbvpQfphlqvVv5XYceAS,latin,Las Mil Y Una Noches,Flans,0.436,0.666,"[0.436, 0.666]",0.3396660124298573
3457,6OspS2MXpjVFvb3mEY8Y0d,latin,Pedro Navaja,Rubén Blades,0.825,0.603,"[0.825, 0.603]",0.6368053077668244
3458,2Qk6kXRswLfaqOMXOhrsUg,latin,Tiburon - English Version,Proyecto Uno,0.948,0.878,"[0.948, 0.878]",0.6426359778288171
3459,1wncA7mz0ntqvZ8UzFokGk,latin,Venezia,Hombres G,0.573,0.826,"[0.573, 0.826]",0.30286960890785986
3460,5K9yjxT0XGQbmD5GzjmqYz,latin,Mi Gente,Héctor Lavoe,0.88,0.796,"[0.88, 0.796]",0.5960914359391519
3461,3MhdH8PxqH1FuQp3HBptUI,latin,I'm Still in Love with You (feat. Sasha),Sean Paul,0.756,0.666,"[0.756, 0.666]",0.5439237078855821
3462,6V6lgegjsKlcbBcJWmIz2S,latin,Los Dos Amigos,Los Cadetes De Linares,0.842,0.459,"[0.842, 0.459]",0.7438817110266928
3463,2ijef6ni2amuunRoKTlgww,latin,Sin Pijama,Becky G,0.82,0.745,"[0.82, 0.745]",0.559177968092449
3464,3yxeZZnFJDmw72ID4whKXR,latin,Hijo de la Luna,Mecano,0.574,0.513,"[0.574, 0.513]",0.5371219600798314
3465,5nDWALUZxhEzwbmIbjk2ZZ,latin,Para Siempre,Magneto,0.307,0.382,"[0.307, 0.382]",0.6010407640085654
3466,5VUR4MhJWAbp2ZHtSDvwJ7,latin,Se Me Perdio La Cadenita,Various Artists,0.715,0.682,"[0.715, 0.682]",0.501400039888311
3467,3gqgSM82j6NMAj4Jllr06T,latin,Vete Ya,Valentín Elizalde,0.764,0.323,"[0.764, 0.323]",0.7988116173416607
3468,3UI9I3e1g1y5T3SMfdgfGO,latin,Colgando en tus manos (con Marta Sánchez),Carlos Baute,0.875,0.637,"[0.875, 0.637]",0.6591183505259127
3469,1ZJe2q23LXHnE79UjnJqyx,latin,Tómame o Déjame - Remasterizado,Mocedades,0.416,0.59,"[0.416, 0.59]",0.40602093542082285
3470,3H0Vda4LvcNlwRQpNd8MHJ,latin,Hermosa Ingrata,Juanes,0.965,0.765,"[0.965, 0.765]",0.6865311354920475
3471,5SiAusJizzxkKXy0oowWyK,latin,Ramito De Violetas,Mi Banda El Mexicano,0.848,0.588,"[0.848, 0.588]",0.6642145737636296
3472,27vhuVV7OcbjUZFHOVO9pB,latin,Amnesia,Inspector,0.715,0.742,"[0.715, 0.742]",0.4678482660008477
3473,6KuqAtoeVzxAYOaMveLNpH,latin,Dura,Daddy Yankee,0.839,0.84,"[0.839, 0.84]",0.544126823452033
3474,0YqxST7jMa8B4Ecr1675u6,latin,Mi Casa Nueva,Los Invasores De Nuevo León,0.932,0.531,"[0.932, 0.531]",0.7656552749116277
3475,65nL3OLuHHfEYxKkHMQ1fL,latin,Desnúdate Mujer,Frankie Ruiz,0.9,0.744,"[0.9, 0.744]",0.6328641244374656
3476,1p7m9H4H8s0Y7SgRm7j3ED,latin,Flaca,Andrés Calamaro,0.949,0.745,"[0.949, 0.745]",0.6781364169545829
3477,4AOdHg0VhOfCLmo4xfatk8,latin,En Estos Días,Régulo Caro,0.546,0.371,"[0.546, 0.371]",0.654498281128377
3478,3Gr4OWY7lAXAq7PpgUbctG,latin,Beber de Tu Sangre,Los Amantes De Lola,0.656,0.489,"[0.656, 0.489]",0.6008327554319921
3479,1zVDbrBG7zCd6AXGLmbGj4,latin,Muchachita Consentida,Rayito Colombiano,0.928,0.612,"[0.928, 0.612]",0.7173820460535656
3480,7zjxmI7AldHmhWfFozqv3t,latin,Caliente (feat. J Balvin),De La Ghetto,0.73,0.847,"[0.73, 0.847]",0.43766653973087777
3481,5fLOkcGJ6fGNyOGPlG07cK,latin,Culpable Tu,Alta Consigna,0.611,0.361,"[0.611, 0.361]",0.6892699035936503
3482,7aJP1XcWcSU9w0eqSvaeZR,latin,Lo Malo - Operación Triunfo 2017,Aitana,0.964,0.737,"[0.964, 0.737]",0.6949935251496951
3483,2TZb8VX8eiqltuK2zyP6UG,latin,Asi Se Compone Un Son,Ismael Miranda,0.791,0.551,"[0.791, 0.551]",0.6435472010660912
3484,6oGQpaoaJd2tnVob3zi8S4,latin,Aerolínea Carrillo,T3R Elemento,0.867,0.561,"[0.867, 0.561]",0.6956241801432724
3485,7KHGecUR5KX9hPLnsIdo8q,latin,Mi tesoro,Cornelio Reyna,0.49,0.48,"[0.49, 0.48]",0.532902430093915
3486,4iCJFRTRsFlj4UWoEd7bS9,latin,Perdón,David Bisbal,0.96,0.855,"[0.96, 0.855]",0.6585590330410781
3487,4va4REkaDpC31k6jcAbLGY,latin,Que Te Vaya Bonito,Vicente Fernández,0.55,0.46,"[0.55, 0.46]",0.5737813172280881
3488,0s5DNDV6LAKn2u2Ufa3VjQ,latin,Desconocidos,Mau y Ricky,0.709,0.771,"[0.709, 0.771]",0.44829566136646914
3489,15Hx1oi6C3AxYhhvolqrJG,latin,"Perdón, Perdón - HA-ASH Primera Fila - Hecho Realidad [En Vivo]",Ha*Ash,0.188,0.715,"[0.188, 0.715]",0.296141857899217
3490,58q2HKrzhC3ozto2nDdN4z,latin,I Like It,Cardi B,0.65,0.726,"[0.65, 0.726]",0.42301891210677567
3491,649tz8MtbCHSTEzNBw7c1Q,latin,Quiéreme,Jacob Forever,0.384,0.663,"[0.384, 0.663]",0.32756678708318393
3492,7wRvRmq56V2ydnFFuJoOaH,latin,Te Deseo Lo Mejor (En Vivo),Gerardo Coronel,0.962,0.522,"[0.962, 0.522]",0.7952515325354612
3493,28ANj8vuad6phtclxhmPYO,latin,Costumbres,Rocío Dúrcal,0.36,0.126,"[0.36, 0.126]",0.8582336511696568
3494,5hyq5k3Do9gW3HGvDg5ZEJ,latin,La Lola,Café Quijano,0.867,0.79,"[0.867, 0.79]",0.5857115330945771
3495,2SCiRvirqS9Daw2QpY46D5,latin,Mi Complemento,Los Huracanes del Norte,0.65,0.578,"[0.65, 0.578]",0.526232838199974
3496,5nCtCCB5i1OfbADvynNw0i,latin,Shape of You (feat. Zion & Lennox) - Latin Remix,Ed Sheeran,0.46,0.872,"[0.46, 0.872]",0.18340392580312997
3497,6Nzq7iIxg5w9ipnCd15sQt,latin,"Te Lo Meto Yo (feat. Bad Bunny, Lary Over, Farruko, Arcangel & Tempo)",Pepe Quintana,0.182,0.499,"[0.182, 0.499]",0.5016771870436207
3498,7hZxeDEidGxPfg8ZAAKOOY,latin,Mira oye,Los Tigrillos,0.873,0.741,"[0.873, 0.741]",0.6091346320806263
3499,2vvdTrdryjsl8DmPIMDWZU,latin,EL BAÑO (feat. Bad Bunny),Enrique Iglesias,0.626,0.888,"[0.626, 0.888]",0.32614260684553315
3500,2HSt0zP8NTyBfLTFk0rSMi,latino,Persiana Americana,Soda Stereo,0.58,0.867,"[0.58, 0.867]",0.29019303919977124
3501,2LxYSBpLM0xGXy9TP9BWRd,latino,Passion Whine,Farruko,0.754,0.667,"[0.754, 0.667]",0.5417157926440763
3502,1CqPzQJ64nkRpHmPdqRl9R,latino,Mujer de Piedra,Gerardo Ortiz,0.969,0.489,"[0.969, 0.489]",0.8204029497752918
3503,6I86RF3odBlcuZA9Vfjzeq,latino,Eres Mía,Romeo Santos,0.903,0.729,"[0.903, 0.729]",0.6414335507283666
3504,7Ir2UZHy0xVoWuBCHmLitM,latino,Suga Suga,Baby Bash,0.512,0.741,"[0.512, 0.741]",0.3126787488781417
3505,2EM9zpAc7PVeoAydmbfVIL,latino,La Camisa Negra,Juanes,0.973,0.731,"[0.973, 0.731]",0.7055388012008978
3506,3cHyrEgdyYRjgJKSOiOtcS,latino,Timber (feat. Ke$ha),Pitbull,0.788,0.963,"[0.788, 0.963]",0.47442175329552505
3507,0lff0IjgOLnMpsqWFrj9Hy,latino,Besas Tan Bien,Farruko,0.514,0.812,"[0.514, 0.812]",0.2631368465266694
3508,3Kr1JyurhFXEIomSV5qBur,latino,La Historia De Mis Manos,Banda Carnaval,0.796,0.595,"[0.796, 0.595]",0.6187632826857133
3509,7F9x0IsqvqlygaNseNE8Zx,latino,Candela,Buena Vista Social Club,0.814,0.619,"[0.814, 0.619]",0.6184626100258608
3510,2MioxSroS0g1mi24LLfcnq,latino,Por un Segundo,Aventura,0.965,0.562,"[0.965, 0.562]",0.7752689855785538
3511,5NOtC9vnvCuEy6IaNflffX,latino,Adentro,Calle 13,0.518,0.808,"[0.518, 0.808]",0.2687768591229535
3512,5jCsUTkC9sbU3DeWrDSdJY,latino,Ay Vamos,J Balvin,0.915,0.784,"[0.915, 0.784]",0.6330892512118651
3513,6cJLfIqwh0tCKRjYM3WpZ5,latino,Darte un Beso,Prince Royce,0.817,0.711,"[0.817, 0.711]",0.5718330175846791
3514,25t3PX7M9e2GXXBhR2rPpa,latino,Propuesta Indecente,Romeo Santos,0.749,0.632,"[0.749, 0.632]",0.5589508028440427
3515,6Al0Kpd4VrRZ0Z4kTThNPa,latino,Volví a Nacer,Carlos Vives,0.512,0.812,"[0.512, 0.812]",0.26161995336747534
3516,6zUeoEPlKLyVsY7vpGy8K4,latino,Aléjate de Mí,Camila,0.238,0.541,"[0.238, 0.541]",0.44848634315885244
3517,2ANxVQnwjW7QqGKe7U3LNX,latino,Mi Razón De Ser,Various Artists,0.467,0.53,"[0.467, 0.53]",0.47814014681890077
3518,42kQdD5kbJgQdjoLVaks6p,latino,Adiós,Ricky Martin,0.857,0.894,"[0.857, 0.894]",0.5502453997990351
3519,2FmQWgxcHefsoyw4ob0yq3,latino,Quién Se Anima,Gerardo Ortiz,0.983,0.685,"[0.983, 0.685]",0.7323694422898869
3520,3QzIAhnLyISSaenzDYJzCQ,latino,Sin documentos,Various Artists,0.839,0.972,"[0.839, 0.972]",0.5251152254505671
3521,7v4jrUFU2mJZABndG1cTfr,latino,Adrenalina,Wisin,0.771,0.943,"[0.771, 0.943]",0.45874720707596683
3522,6QzQMCJFaN6LGLHuqN9yat,latino,Entre Dos Tierras - 2000 Remastered Version,Heroes Del Silencio,0.43,0.88,"[0.43, 0.88]",0.15512897859523214
3523,2jEMxGVpPpXTEtQ8kSk1Xx,latino,Me Voy,Various Artists,0.565,0.642,"[0.565, 0.642]",0.4234170520893082
3524,60LFVZnngAnRkGrdDBrmwH,latino,Palabras,Amaia Montero,0.376,0.588,"[0.376, 0.588]",0.3998362164686936
3525,68aEK7lwgTne0VhyytrfAm,latino,Afuera,Caifanes,0.647,0.68,"[0.647, 0.68]",0.45021994624849754
3526,2ExpCKBxiHbgzepERl1t4D,latino,Cuando Pase el Temblor,Soda Stereo,0.758,0.539,"[0.758, 0.539]",0.6279108216936542
3527,24Gxm7Eh7tO83E26LG0CsY,latino,Hero,Enrique Iglesias,0.146,0.651,"[0.146, 0.651]",0.372086011561843
3528,01ksPzu3Bw8Lsf9o6xIk8C,latino,Mi Último Deseo,Banda Los Recoditos,0.974,0.639,"[0.974, 0.639]",0.7442687686582045
3529,0bdL8X3MrX51dRz231BFtv,latino,Moviendo Caderas (feat. Daddy Yankee),Yandel,0.661,0.907,"[0.661, 0.907]",0.35522528063188297
3530,01Kyr15m8Dfm2Z57XoXKO7,latino,En algún lugar,Duncan Dhu,0.443,0.859,"[0.443, 0.859]",0.178932948335403
3531,4OyzSXRSadNQt5EMwASdap,latino,Todo Cambió,Camila,0.363,0.523,"[0.363, 0.523]",0.46260242109180527
3532,4Uvknj2gFtJ4b51QkDeSx2,latino,Por fin,Pablo Alborán,0.254,0.409,"[0.254, 0.409]",0.5771273689576679
3533,6ztMOMCtWcKZgMTiNfP9bC,latino,No Me Doy Por Vencido,Luis Fonsi,0.4,0.651,"[0.4, 0.651]",0.3429577233421052
3534,2X3Ta8uUxIRgG9HQ3RiMeh,latino,Flaca,Andrés Calamaro,0.956,0.741,"[0.956, 0.741]",0.6860962031668736
3535,1jlKdNbOA90rjnt88GJnwO,latino,La Vuelta Al Mundo,Calle 13,0.779,0.538,"[0.779, 0.538]",0.643622560201241
3536,7MDUVH4ITohsIjdynRwCJp,latino,Dance with the Devil,Immortal Technique,0.237,0.871,"[0.237, 0.871]",0.1359154148726332
